sample_id,class_id,label,signer_id,repetition,path,set
02AlunoSinalizador04-1,02,Aluno,04,1,raw/02AlunoSinalizador04-1.mp4,train
02AlunoSinalizador04-2,02,Aluno,04,2,raw/02AlunoSinalizador04-2.mp4,train
02AlunoSinalizador04-3,02,Aluno,04,3,raw/02AlunoSinalizador04-3.mp4,train
02AlunoSinalizador04-4,02,Aluno,04,4,raw/02AlunoSinalizador04-4.mp4,train
02AlunoSinalizador04-5,02,Aluno,04,5,raw/02AlunoSinalizador04-5.mp4,train
03AmareloSinalizador04-1,03,Amarelo,04,1,raw/03AmareloSinalizador04-1.mp4,train
03AmareloSinalizador04-2,03,Amarelo,04,2,raw/03AmareloSinalizador04-2.mp4,train
03AmareloSinalizador04-3,03,Amarelo,04,3,raw/03AmareloSinalizador04-3.mp4,train
03AmareloSinalizador04-4,03,Amarelo,04,4,raw/03AmareloSinalizador04-4.mp4,train
03AmareloSinalizador04-5,03,Amarelo,04,5,raw/03AmareloSinalizador04-5.mp4,train
04AmericaSinalizador04-1,04,America,04,1,raw/04AmericaSinalizador04-1.mp4,train
04AmericaSinalizador04-2,04,America,04,2,raw/04AmericaSinalizador04-2.mp4,train
04AmericaSinalizador04-3,04,America,04,3,raw/04AmericaSinalizador04-3.mp4,train
04AmericaSinalizador04-4,04,America,04,4,raw/04AmericaSinalizador04-4.mp4,train
04AmericaSinalizador04-5,04,America,04,5,raw/04AmericaSinalizador04-5.mp4,train
05AproveitarSinalizador04-1,05,Aproveitar,04,1,raw/05AproveitarSinalizador04-1.mp4,train
05AproveitarSinalizador04-2,05,Aproveitar,04,2,raw/05AproveitarSinalizador04-2.mp4,train
05AproveitarSinalizador04-3,05,Aproveitar,04,3,raw/05AproveitarSinalizador04-3.mp4,train
05AproveitarSinalizador04-4,05,Aproveitar,04,4,raw/05AproveitarSinalizador04-4.mp4,train
05AproveitarSinalizador04-5,05,Aproveitar,04,5,raw/05AproveitarSinalizador04-5.mp4,train
06BalaSinalizador04-1,06,Bala,04,1,raw/06BalaSinalizador04-1.mp4,train
06BalaSinalizador04-2,06,Bala,04,2,raw/06BalaSinalizador04-2.mp4,train
06BalaSinalizador04-3,06,Bala,04,3,raw/06BalaSinalizador04-3.mp4,train
06BalaSinalizador04-4,06,Bala,04,4,raw/06BalaSinalizador04-4.mp4,train
06BalaSinalizador04-5,06,Bala,04,5,raw/06BalaSinalizador04-5.mp4,train
07BancoSinalizador04-1,07,Banco,04,1,raw/07BancoSinalizador04-1.mp4,train
07BancoSinalizador04-2,07,Banco,04,2,raw/07BancoSinalizador04-2.mp4,train
07BancoSinalizador04-3,07,Banco,04,3,raw/07BancoSinalizador04-3.mp4,train
07BancoSinalizador04-4,07,Banco,04,4,raw/07BancoSinalizador04-4.mp4,train
07BancoSinalizador04-5,07,Banco,04,5,raw/07BancoSinalizador04-5.mp4,train
08BanheiroSinalizador04-1,08,Banheiro,04,1,raw/08BanheiroSinalizador04-1.mp4,train
08BanheiroSinalizador04-2,08,Banheiro,04,2,raw/08BanheiroSinalizador04-2.mp4,train
08BanheiroSinalizador04-3,08,Banheiro,04,3,raw/08BanheiroSinalizador04-3.mp4,train
08BanheiroSinalizador04-4,08,Banheiro,04,4,raw/08BanheiroSinalizador04-4.mp4,train
08BanheiroSinalizador04-5,08,Banheiro,04,5,raw/08BanheiroSinalizador04-5.mp4,train
09BarulhoSinalizador04-1,09,Barulho,04,1,raw/09BarulhoSinalizador04-1.mp4,train
09BarulhoSinalizador04-2,09,Barulho,04,2,raw/09BarulhoSinalizador04-2.mp4,train
09BarulhoSinalizador04-3,09,Barulho,04,3,raw/09BarulhoSinalizador04-3.mp4,train
09BarulhoSinalizador04-4,09,Barulho,04,4,raw/09BarulhoSinalizador04-4.mp4,train
09BarulhoSinalizador04-5,09,Barulho,04,5,raw/09BarulhoSinalizador04-5.mp4,train
10CincoSinalizador04-1,10,Cinco,04,1,raw/10CincoSinalizador04-1.mp4,train
10CincoSinalizador04-2,10,Cinco,04,2,raw/10CincoSinalizador04-2.mp4,train
10CincoSinalizador04-3,10,Cinco,04,3,raw/10CincoSinalizador04-3.mp4,train
10CincoSinalizador04-4,10,Cinco,04,4,raw/10CincoSinalizador04-4.mp4,train
10CincoSinalizador04-5,10,Cinco,04,5,raw/10CincoSinalizador04-5.mp4,train
11ConhecerSinalizador04-1,11,Conhecer,04,1,raw/11ConhecerSinalizador04-1.mp4,train
11ConhecerSinalizador04-2,11,Conhecer,04,2,raw/11ConhecerSinalizador04-2.mp4,train
11ConhecerSinalizador04-3,11,Conhecer,04,3,raw/11ConhecerSinalizador04-3.mp4,train
11ConhecerSinalizador04-4,11,Conhecer,04,4,raw/11ConhecerSinalizador04-4.mp4,train
11ConhecerSinalizador04-5,11,Conhecer,04,5,raw/11ConhecerSinalizador04-5.mp4,train
12EspelhoSinalizador04-1,12,Espelho,04,1,raw/12EspelhoSinalizador04-1.mp4,train
12EspelhoSinalizador04-2,12,Espelho,04,2,raw/12EspelhoSinalizador04-2.mp4,train
12EspelhoSinalizador04-3,12,Espelho,04,3,raw/12EspelhoSinalizador04-3.mp4,train
12EspelhoSinalizador04-4,12,Espelho,04,4,raw/12EspelhoSinalizador04-4.mp4,train
12EspelhoSinalizador04-5,12,Espelho,04,5,raw/12EspelhoSinalizador04-5.mp4,train
13EsquinaSinalizador04-1,13,Esquina,04,1,raw/13EsquinaSinalizador04-1.mp4,train
13EsquinaSinalizador04-2,13,Esquina,04,2,raw/13EsquinaSinalizador04-2.mp4,train
13EsquinaSinalizador04-3,13,Esquina,04,3,raw/13EsquinaSinalizador04-3.mp4,train
13EsquinaSinalizador04-4,13,Esquina,04,4,raw/13EsquinaSinalizador04-4.mp4,train
13EsquinaSinalizador04-5,13,Esquina,04,5,raw/13EsquinaSinalizador04-5.mp4,train
15MacaSinalizador04-1,15,Maca,04,1,raw/15MacaSinalizador04-1.mp4,train
15MacaSinalizador04-2,15,Maca,04,2,raw/15MacaSinalizador04-2.mp4,train
15MacaSinalizador04-3,15,Maca,04,3,raw/15MacaSinalizador04-3.mp4,train
15MacaSinalizador04-4,15,Maca,04,4,raw/15MacaSinalizador04-4.mp4,train
15MacaSinalizador04-5,15,Maca,04,5,raw/15MacaSinalizador04-5.mp4,train
16MedoSinalizador04-1,16,Medo,04,1,raw/16MedoSinalizador04-1.mp4,train
16MedoSinalizador04-2,16,Medo,04,2,raw/16MedoSinalizador04-2.mp4,train
16MedoSinalizador04-3,16,Medo,04,3,raw/16MedoSinalizador04-3.mp4,train
16MedoSinalizador04-4,16,Medo,04,4,raw/16MedoSinalizador04-4.mp4,train
16MedoSinalizador04-5,16,Medo,04,5,raw/16MedoSinalizador04-5.mp4,train
17RuimSinalizador04-1,17,Ruim,04,1,raw/17RuimSinalizador04-1.mp4,train
17RuimSinalizador04-2,17,Ruim,04,2,raw/17RuimSinalizador04-2.mp4,train
17RuimSinalizador04-3,17,Ruim,04,3,raw/17RuimSinalizador04-3.mp4,train
17RuimSinalizador04-4,17,Ruim,04,4,raw/17RuimSinalizador04-4.mp4,train
17RuimSinalizador04-5,17,Ruim,04,5,raw/17RuimSinalizador04-5.mp4,train
18SapoSinalizador04-1,18,Sapo,04,1,raw/18SapoSinalizador04-1.mp4,train
18SapoSinalizador04-2,18,Sapo,04,2,raw/18SapoSinalizador04-2.mp4,train
18SapoSinalizador04-3,18,Sapo,04,3,raw/18SapoSinalizador04-3.mp4,train
18SapoSinalizador04-4,18,Sapo,04,4,raw/18SapoSinalizador04-4.mp4,train
18SapoSinalizador04-5,18,Sapo,04,5,raw/18SapoSinalizador04-5.mp4,train
19VacinaSinalizador04-1,19,Vacina,04,1,raw/19VacinaSinalizador04-1.mp4,train
19VacinaSinalizador04-2,19,Vacina,04,2,raw/19VacinaSinalizador04-2.mp4,train
19VacinaSinalizador04-3,19,Vacina,04,3,raw/19VacinaSinalizador04-3.mp4,train
19VacinaSinalizador04-4,19,Vacina,04,4,raw/19VacinaSinalizador04-4.mp4,train
19VacinaSinalizador04-5,19,Vacina,04,5,raw/19VacinaSinalizador04-5.mp4,train
20VontadeSinalizador04-1,20,Vontade,04,1,raw/20VontadeSinalizador04-1.mp4,train
20VontadeSinalizador04-2,20,Vontade,04,2,raw/20VontadeSinalizador04-2.mp4,train
20VontadeSinalizador04-3,20,Vontade,04,3,raw/20VontadeSinalizador04-3.mp4,train
20VontadeSinalizador04-4,20,Vontade,04,4,raw/20VontadeSinalizador04-4.mp4,train
20VontadeSinalizador04-5,20,Vontade,04,5,raw/20VontadeSinalizador04-5.mp4,train
01AcontecerSinalizador05-1,01,Acontecer,05,1,raw/01AcontecerSinalizador05-1.mp4,test
01AcontecerSinalizador05-2,01,Acontecer,05,2,raw/01AcontecerSinalizador05-2.mp4,test
01AcontecerSinalizador05-3,01,Acontecer,05,3,raw/01AcontecerSinalizador05-3.mp4,test
01AcontecerSinalizador05-4,01,Acontecer,05,4,raw/01AcontecerSinalizador05-4.mp4,test
01AcontecerSinalizador05-5,01,Acontecer,05,5,raw/01AcontecerSinalizador05-5.mp4,test
02AlunoSinalizador05-1,02,Aluno,05,1,raw/02AlunoSinalizador05-1.mp4,test
02AlunoSinalizador05-2,02,Aluno,05,2,raw/02AlunoSinalizador05-2.mp4,test
02AlunoSinalizador05-3,02,Aluno,05,3,raw/02AlunoSinalizador05-3.mp4,test
02AlunoSinalizador05-4,02,Aluno,05,4,raw/02AlunoSinalizador05-4.mp4,test
02AlunoSinalizador05-5,02,Aluno,05,5,raw/02AlunoSinalizador05-5.mp4,test
03AmareloSinalizador05-1,03,Amarelo,05,1,raw/03AmareloSinalizador05-1.mp4,test
03AmareloSinalizador05-2,03,Amarelo,05,2,raw/03AmareloSinalizador05-2.mp4,test
03AmareloSinalizador05-3,03,Amarelo,05,3,raw/03AmareloSinalizador05-3.mp4,test
03AmareloSinalizador05-4,03,Amarelo,05,4,raw/03AmareloSinalizador05-4.mp4,test
03AmareloSinalizador05-5,03,Amarelo,05,5,raw/03AmareloSinalizador05-5.mp4,test
04AmericaSinalizador05-1,04,America,05,1,raw/04AmericaSinalizador05-1.mp4,test
04AmericaSinalizador05-2,04,America,05,2,raw/04AmericaSinalizador05-2.mp4,test
04AmericaSinalizador05-3,04,America,05,3,raw/04AmericaSinalizador05-3.mp4,test
04AmericaSinalizador05-4,04,America,05,4,raw/04AmericaSinalizador05-4.mp4,test
04AmericaSinalizador05-5,04,America,05,5,raw/04AmericaSinalizador05-5.mp4,test
05AproveitarSinalizador05-1,05,Aproveitar,05,1,raw/05AproveitarSinalizador05-1.mp4,test
05AproveitarSinalizador05-2,05,Aproveitar,05,2,raw/05AproveitarSinalizador05-2.mp4,test
05AproveitarSinalizador05-3,05,Aproveitar,05,3,raw/05AproveitarSinalizador05-3.mp4,test
05AproveitarSinalizador05-4,05,Aproveitar,05,4,raw/05AproveitarSinalizador05-4.mp4,test
05AproveitarSinalizador05-5,05,Aproveitar,05,5,raw/05AproveitarSinalizador05-5.mp4,test
06BalaSinalizador05-1,06,Bala,05,1,raw/06BalaSinalizador05-1.mp4,test
06BalaSinalizador05-2,06,Bala,05,2,raw/06BalaSinalizador05-2.mp4,test
06BalaSinalizador05-3,06,Bala,05,3,raw/06BalaSinalizador05-3.mp4,test
06BalaSinalizador05-4,06,Bala,05,4,raw/06BalaSinalizador05-4.mp4,test
06BalaSinalizador05-5,06,Bala,05,5,raw/06BalaSinalizador05-5.mp4,test
07BancoSinalizador05-1,07,Banco,05,1,raw/07BancoSinalizador05-1.mp4,test
07BancoSinalizador05-2,07,Banco,05,2,raw/07BancoSinalizador05-2.mp4,test
07BancoSinalizador05-3,07,Banco,05,3,raw/07BancoSinalizador05-3.mp4,test
07BancoSinalizador05-4,07,Banco,05,4,raw/07BancoSinalizador05-4.mp4,test
07BancoSinalizador05-5,07,Banco,05,5,raw/07BancoSinalizador05-5.mp4,test
08BanheiroSinalizador05-1,08,Banheiro,05,1,raw/08BanheiroSinalizador05-1.mp4,test
08BanheiroSinalizador05-2,08,Banheiro,05,2,raw/08BanheiroSinalizador05-2.mp4,test
08BanheiroSinalizador05-3,08,Banheiro,05,3,raw/08BanheiroSinalizador05-3.mp4,test
08BanheiroSinalizador05-4,08,Banheiro,05,4,raw/08BanheiroSinalizador05-4.mp4,test
08BanheiroSinalizador05-5,08,Banheiro,05,5,raw/08BanheiroSinalizador05-5.mp4,test
09BarulhoSinalizador05-1,09,Barulho,05,1,raw/09BarulhoSinalizador05-1.mp4,test
09BarulhoSinalizador05-2,09,Barulho,05,2,raw/09BarulhoSinalizador05-2.mp4,test
09BarulhoSinalizador05-3,09,Barulho,05,3,raw/09BarulhoSinalizador05-3.mp4,test
09BarulhoSinalizador05-4,09,Barulho,05,4,raw/09BarulhoSinalizador05-4.mp4,test
09BarulhoSinalizador05-5,09,Barulho,05,5,raw/09BarulhoSinalizador05-5.mp4,test
10CincoSinalizador05-1,10,Cinco,05,1,raw/10CincoSinalizador05-1.mp4,test
10CincoSinalizador05-2,10,Cinco,05,2,raw/10CincoSinalizador05-2.mp4,test
10CincoSinalizador05-3,10,Cinco,05,3,raw/10CincoSinalizador05-3.mp4,test
10CincoSinalizador05-4,10,Cinco,05,4,raw/10CincoSinalizador05-4.mp4,test
10CincoSinalizador05-5,10,Cinco,05,5,raw/10CincoSinalizador05-5.mp4,test
11ConhecerSinalizador05-1,11,Conhecer,05,1,raw/11ConhecerSinalizador05-1.mp4,test
11ConhecerSinalizador05-2,11,Conhecer,05,2,raw/11ConhecerSinalizador05-2.mp4,test
11ConhecerSinalizador05-3,11,Conhecer,05,3,raw/11ConhecerSinalizador05-3.mp4,test
11ConhecerSinalizador05-4,11,Conhecer,05,4,raw/11ConhecerSinalizador05-4.mp4,test
11ConhecerSinalizador05-5,11,Conhecer,05,5,raw/11ConhecerSinalizador05-5.mp4,test
12EspelhoSinalizador05-1,12,Espelho,05,1,raw/12EspelhoSinalizador05-1.mp4,test
12EspelhoSinalizador05-2,12,Espelho,05,2,raw/12EspelhoSinalizador05-2.mp4,test
12EspelhoSinalizador05-3,12,Espelho,05,3,raw/12EspelhoSinalizador05-3.mp4,test
12EspelhoSinalizador05-4,12,Espelho,05,4,raw/12EspelhoSinalizador05-4.mp4,test
12EspelhoSinalizador05-5,12,Espelho,05,5,raw/12EspelhoSinalizador05-5.mp4,test
13EsquinaSinalizador05-1,13,Esquina,05,1,raw/13EsquinaSinalizador05-1.mp4,test
13EsquinaSinalizador05-2,13,Esquina,05,2,raw/13EsquinaSinalizador05-2.mp4,test
13EsquinaSinalizador05-3,13,Esquina,05,3,raw/13EsquinaSinalizador05-3.mp4,test
13EsquinaSinalizador05-4,13,Esquina,05,4,raw/13EsquinaSinalizador05-4.mp4,test
13EsquinaSinalizador05-5,13,Esquina,05,5,raw/13EsquinaSinalizador05-5.mp4,test
14FilhoSinalizador05-1,14,Filho,05,1,raw/14FilhoSinalizador05-1.mp4,test
14FilhoSinalizador05-2,14,Filho,05,2,raw/14FilhoSinalizador05-2.mp4,test
14FilhoSinalizador05-3,14,Filho,05,3,raw/14FilhoSinalizador05-3.mp4,test
14FilhoSinalizador05-4,14,Filho,05,4,raw/14FilhoSinalizador05-4.mp4,test
14FilhoSinalizador05-5,14,Filho,05,5,raw/14FilhoSinalizador05-5.mp4,test
15MacaSinalizador05-1,15,Maca,05,1,raw/15MacaSinalizador05-1.mp4,test
15MacaSinalizador05-2,15,Maca,05,2,raw/15MacaSinalizador05-2.mp4,test
15MacaSinalizador05-3,15,Maca,05,3,raw/15MacaSinalizador05-3.mp4,test
15MacaSinalizador05-4,15,Maca,05,4,raw/15MacaSinalizador05-4.mp4,test
15MacaSinalizador05-5,15,Maca,05,5,raw/15MacaSinalizador05-5.mp4,test
16MedoSinalizador05-1,16,Medo,05,1,raw/16MedoSinalizador05-1.mp4,test
16MedoSinalizador05-2,16,Medo,05,2,raw/16MedoSinalizador05-2.mp4,test
16MedoSinalizador05-3,16,Medo,05,3,raw/16MedoSinalizador05-3.mp4,test
16MedoSinalizador05-4,16,Medo,05,4,raw/16MedoSinalizador05-4.mp4,test
16MedoSinalizador05-5,16,Medo,05,5,raw/16MedoSinalizador05-5.mp4,test
17RuimSinalizador05-1,17,Ruim,05,1,raw/17RuimSinalizador05-1.mp4,test
17RuimSinalizador05-2,17,Ruim,05,2,raw/17RuimSinalizador05-2.mp4,test
17RuimSinalizador05-3,17,Ruim,05,3,raw/17RuimSinalizador05-3.mp4,test
17RuimSinalizador05-4,17,Ruim,05,4,raw/17RuimSinalizador05-4.mp4,test
17RuimSinalizador05-5,17,Ruim,05,5,raw/17RuimSinalizador05-5.mp4,test
18SapoSinalizador05-1,18,Sapo,05,1,raw/18SapoSinalizador05-1.mp4,test
18SapoSinalizador05-2,18,Sapo,05,2,raw/18SapoSinalizador05-2.mp4,test
18SapoSinalizador05-3,18,Sapo,05,3,raw/18SapoSinalizador05-3.mp4,test
18SapoSinalizador05-4,18,Sapo,05,4,raw/18SapoSinalizador05-4.mp4,test
18SapoSinalizador05-5,18,Sapo,05,5,raw/18SapoSinalizador05-5.mp4,test
19VacinaSinalizador05-1,19,Vacina,05,1,raw/19VacinaSinalizador05-1.mp4,test
19VacinaSinalizador05-2,19,Vacina,05,2,raw/19VacinaSinalizador05-2.mp4,test
19VacinaSinalizador05-3,19,Vacina,05,3,raw/19VacinaSinalizador05-3.mp4,test
19VacinaSinalizador05-4,19,Vacina,05,4,raw/19VacinaSinalizador05-4.mp4,test
19VacinaSinalizador05-5,19,Vacina,05,5,raw/19VacinaSinalizador05-5.mp4,test
20VontadeSinalizador05-1,20,Vontade,05,1,raw/20VontadeSinalizador05-1.mp4,test
20VontadeSinalizador05-2,20,Vontade,05,2,raw/20VontadeSinalizador05-2.mp4,test
20VontadeSinalizador05-3,20,Vontade,05,3,raw/20VontadeSinalizador05-3.mp4,test
20VontadeSinalizador05-4,20,Vontade,05,4,raw/20VontadeSinalizador05-4.mp4,test
20VontadeSinalizador05-5,20,Vontade,05,5,raw/20VontadeSinalizador05-5.mp4,test
01AcontecerSinalizador06-1,01,Acontecer,06,1,raw/01AcontecerSinalizador06-1.mp4,train
01AcontecerSinalizador06-2,01,Acontecer,06,2,raw/01AcontecerSinalizador06-2.mp4,train
01AcontecerSinalizador06-3,01,Acontecer,06,3,raw/01AcontecerSinalizador06-3.mp4,train
01AcontecerSinalizador06-4,01,Acontecer,06,4,raw/01AcontecerSinalizador06-4.mp4,train
01AcontecerSinalizador06-5,01,Acontecer,06,5,raw/01AcontecerSinalizador06-5.mp4,train
02AlunoSinalizador06-1,02,Aluno,06,1,raw/02AlunoSinalizador06-1.mp4,train
02AlunoSinalizador06-2,02,Aluno,06,2,raw/02AlunoSinalizador06-2.mp4,train
02AlunoSinalizador06-3,02,Aluno,06,3,raw/02AlunoSinalizador06-3.mp4,train
02AlunoSinalizador06-4,02,Aluno,06,4,raw/02AlunoSinalizador06-4.mp4,train
02AlunoSinalizador06-5,02,Aluno,06,5,raw/02AlunoSinalizador06-5.mp4,train
03AmareloSinalizador06-1,03,Amarelo,06,1,raw/03AmareloSinalizador06-1.mp4,train
03AmareloSinalizador06-2,03,Amarelo,06,2,raw/03AmareloSinalizador06-2.mp4,train
03AmareloSinalizador06-3,03,Amarelo,06,3,raw/03AmareloSinalizador06-3.mp4,train
03AmareloSinalizador06-4,03,Amarelo,06,4,raw/03AmareloSinalizador06-4.mp4,train
03AmareloSinalizador06-5,03,Amarelo,06,5,raw/03AmareloSinalizador06-5.mp4,train
04AmericaSinalizador06-1,04,America,06,1,raw/04AmericaSinalizador06-1.mp4,train
04AmericaSinalizador06-2,04,America,06,2,raw/04AmericaSinalizador06-2.mp4,train
04AmericaSinalizador06-3,04,America,06,3,raw/04AmericaSinalizador06-3.mp4,train
04AmericaSinalizador06-4,04,America,06,4,raw/04AmericaSinalizador06-4.mp4,train
04AmericaSinalizador06-5,04,America,06,5,raw/04AmericaSinalizador06-5.mp4,train
05AproveitarSinalizador06-1,05,Aproveitar,06,1,raw/05AproveitarSinalizador06-1.mp4,train
05AproveitarSinalizador06-2,05,Aproveitar,06,2,raw/05AproveitarSinalizador06-2.mp4,train
05AproveitarSinalizador06-3,05,Aproveitar,06,3,raw/05AproveitarSinalizador06-3.mp4,train
05AproveitarSinalizador06-4,05,Aproveitar,06,4,raw/05AproveitarSinalizador06-4.mp4,train
05AproveitarSinalizador06-5,05,Aproveitar,06,5,raw/05AproveitarSinalizador06-5.mp4,train
06BalaSinalizador06-1,06,Bala,06,1,raw/06BalaSinalizador06-1.mp4,train
06BalaSinalizador06-2,06,Bala,06,2,raw/06BalaSinalizador06-2.mp4,train
06BalaSinalizador06-3,06,Bala,06,3,raw/06BalaSinalizador06-3.mp4,train
06BalaSinalizador06-4,06,Bala,06,4,raw/06BalaSinalizador06-4.mp4,train
06BalaSinalizador06-5,06,Bala,06,5,raw/06BalaSinalizador06-5.mp4,train
07BancoSinalizador06-1,07,Banco,06,1,raw/07BancoSinalizador06-1.mp4,train
07BancoSinalizador06-2,07,Banco,06,2,raw/07BancoSinalizador06-2.mp4,train
07BancoSinalizador06-3,07,Banco,06,3,raw/07BancoSinalizador06-3.mp4,train
07BancoSinalizador06-4,07,Banco,06,4,raw/07BancoSinalizador06-4.mp4,train
07BancoSinalizador06-5,07,Banco,06,5,raw/07BancoSinalizador06-5.mp4,train
08BanheiroSinalizador06-1,08,Banheiro,06,1,raw/08BanheiroSinalizador06-1.mp4,train
08BanheiroSinalizador06-2,08,Banheiro,06,2,raw/08BanheiroSinalizador06-2.mp4,train
08BanheiroSinalizador06-3,08,Banheiro,06,3,raw/08BanheiroSinalizador06-3.mp4,train
08BanheiroSinalizador06-4,08,Banheiro,06,4,raw/08BanheiroSinalizador06-4.mp4,train
08BanheiroSinalizador06-5,08,Banheiro,06,5,raw/08BanheiroSinalizador06-5.mp4,train
09BarulhoSinalizador06-1,09,Barulho,06,1,raw/09BarulhoSinalizador06-1.mp4,train
09BarulhoSinalizador06-2,09,Barulho,06,2,raw/09BarulhoSinalizador06-2.mp4,train
09BarulhoSinalizador06-3,09,Barulho,06,3,raw/09BarulhoSinalizador06-3.mp4,train
09BarulhoSinalizador06-4,09,Barulho,06,4,raw/09BarulhoSinalizador06-4.mp4,train
09BarulhoSinalizador06-5,09,Barulho,06,5,raw/09BarulhoSinalizador06-5.mp4,train
10CincoSinalizador06-1,10,Cinco,06,1,raw/10CincoSinalizador06-1.mp4,train
10CincoSinalizador06-2,10,Cinco,06,2,raw/10CincoSinalizador06-2.mp4,train
10CincoSinalizador06-3,10,Cinco,06,3,raw/10CincoSinalizador06-3.mp4,train
10CincoSinalizador06-4,10,Cinco,06,4,raw/10CincoSinalizador06-4.mp4,train
10CincoSinalizador06-5,10,Cinco,06,5,raw/10CincoSinalizador06-5.mp4,train
11ConhecerSinalizador06-1,11,Conhecer,06,1,raw/11ConhecerSinalizador06-1.mp4,train
11ConhecerSinalizador06-2,11,Conhecer,06,2,raw/11ConhecerSinalizador06-2.mp4,train
11ConhecerSinalizador06-3,11,Conhecer,06,3,raw/11ConhecerSinalizador06-3.mp4,train
11ConhecerSinalizador06-4,11,Conhecer,06,4,raw/11ConhecerSinalizador06-4.mp4,train
11ConhecerSinalizador06-5,11,Conhecer,06,5,raw/11ConhecerSinalizador06-5.mp4,train
12EspelhoSinalizador06-1,12,Espelho,06,1,raw/12EspelhoSinalizador06-1.mp4,train
12EspelhoSinalizador06-2,12,Espelho,06,2,raw/12EspelhoSinalizador06-2.mp4,train
12EspelhoSinalizador06-3,12,Espelho,06,3,raw/12EspelhoSinalizador06-3.mp4,train
12EspelhoSinalizador06-4,12,Espelho,06,4,raw/12EspelhoSinalizador06-4.mp4,train
12EspelhoSinalizador06-5,12,Espelho,06,5,raw/12EspelhoSinalizador06-5.mp4,train
13EsquinaSinalizador06-1,13,Esquina,06,1,raw/13EsquinaSinalizador06-1.mp4,train
13EsquinaSinalizador06-2,13,Esquina,06,2,raw/13EsquinaSinalizador06-2.mp4,train
13EsquinaSinalizador06-3,13,Esquina,06,3,raw/13EsquinaSinalizador06-3.mp4,train
13EsquinaSinalizador06-4,13,Esquina,06,4,raw/13EsquinaSinalizador06-4.mp4,train
13EsquinaSinalizador06-5,13,Esquina,06,5,raw/13EsquinaSinalizador06-5.mp4,train
14FilhoSinalizador06-1,14,Filho,06,1,raw/14FilhoSinalizador06-1.mp4,train
14FilhoSinalizador06-2,14,Filho,06,2,raw/14FilhoSinalizador06-2.mp4,train
14FilhoSinalizador06-3,14,Filho,06,3,raw/14FilhoSinalizador06-3.mp4,train
14FilhoSinalizador06-4,14,Filho,06,4,raw/14FilhoSinalizador06-4.mp4,train
14FilhoSinalizador06-5,14,Filho,06,5,raw/14FilhoSinalizador06-5.mp4,train
15MacaSinalizador06-1,15,Maca,06,1,raw/15MacaSinalizador06-1.mp4,train
15MacaSinalizador06-2,15,Maca,06,2,raw/15MacaSinalizador06-2.mp4,train
15MacaSinalizador06-3,15,Maca,06,3,raw/15MacaSinalizador06-3.mp4,train
15MacaSinalizador06-4,15,Maca,06,4,raw/15MacaSinalizador06-4.mp4,train
15MacaSinalizador06-5,15,Maca,06,5,raw/15MacaSinalizador06-5.mp4,train
16MedoSinalizador06-1,16,Medo,06,1,raw/16MedoSinalizador06-1.mp4,train
16MedoSinalizador06-2,16,Medo,06,2,raw/16MedoSinalizador06-2.mp4,train
16MedoSinalizador06-3,16,Medo,06,3,raw/16MedoSinalizador06-3.mp4,train
16MedoSinalizador06-4,16,Medo,06,4,raw/16MedoSinalizador06-4.mp4,train
16MedoSinalizador06-5,16,Medo,06,5,raw/16MedoSinalizador06-5.mp4,train
17RuimSinalizador06-1,17,Ruim,06,1,raw/17RuimSinalizador06-1.mp4,train
17RuimSinalizador06-2,17,Ruim,06,2,raw/17RuimSinalizador06-2.mp4,train
17RuimSinalizador06-3,17,Ruim,06,3,raw/17RuimSinalizador06-3.mp4,train
17RuimSinalizador06-4,17,Ruim,06,4,raw/17RuimSinalizador06-4.mp4,train
17RuimSinalizador06-5,17,Ruim,06,5,raw/17RuimSinalizador06-5.mp4,train
18SapoSinalizador06-1,18,Sapo,06,1,raw/18SapoSinalizador06-1.mp4,train
18SapoSinalizador06-2,18,Sapo,06,2,raw/18SapoSinalizador06-2.mp4,train
18SapoSinalizador06-3,18,Sapo,06,3,raw/18SapoSinalizador06-3.mp4,train
18SapoSinalizador06-4,18,Sapo,06,4,raw/18SapoSinalizador06-4.mp4,train
18SapoSinalizador06-5,18,Sapo,06,5,raw/18SapoSinalizador06-5.mp4,train
19VacinaSinalizador06-1,19,Vacina,06,1,raw/19VacinaSinalizador06-1.mp4,train
19VacinaSinalizador06-2,19,Vacina,06,2,raw/19VacinaSinalizador06-2.mp4,train
19VacinaSinalizador06-3,19,Vacina,06,3,raw/19VacinaSinalizador06-3.mp4,train
19VacinaSinalizador06-4,19,Vacina,06,4,raw/19VacinaSinalizador06-4.mp4,train
19VacinaSinalizador06-5,19,Vacina,06,5,raw/19VacinaSinalizador06-5.mp4,train
20VontadeSinalizador06-1,20,Vontade,06,1,raw/20VontadeSinalizador06-1.mp4,train
20VontadeSinalizador06-2,20,Vontade,06,2,raw/20VontadeSinalizador06-2.mp4,train
20VontadeSinalizador06-3,20,Vontade,06,3,raw/20VontadeSinalizador06-3.mp4,train
20VontadeSinalizador06-4,20,Vontade,06,4,raw/20VontadeSinalizador06-4.mp4,train
20VontadeSinalizador06-5,20,Vontade,06,5,raw/20VontadeSinalizador06-5.mp4,train
01AcontecerSinalizador07-1,01,Acontecer,07,1,raw/01AcontecerSinalizador07-1.mp4,train
